date,current_ratio,debt_equity_ratio,acid_ratio,net_profit_margin,return_on_equity,debt_asset_ratio,gross_profit_margin,current_assets,non_current_assets,current_liabilities,non_current_liabilities,equity,net_revenue,qr_top,expenses,sales,net_income
2001,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7222.24,0.0,-7222.24,0.0,0.0,1788.09,0.0,-7222.24
2001,6.8353719828190265,0.2183171170183361,1.7309519054348672,0.0,-0.4700101669542319,0.1791956412404657,0.0,28727971.64,14527369.819999984,4202839.539999999,3548329.11,35504172.809999995,0.0,7274913.109999999,3744872.8,0.0,-16687322.19
2001,-0.3872623713108163,-0.7208441753199903,-0.3872623713108163,0.0,0.0121592373726319,-2.582228675136116,0.0,-8265.0,0.0,21342.12,0.0,-29607.12000000001,0.0,-8265.0,180.0,0.0,-360.0
2001,6.694436179708418,0.1756100109723602,6.694436179708418,0.0,1.1756100109723608,0.1493777777777778,0.0,2700.0,0.0,403.3200000000001,0.0,2296.6799999999985,0.0,2700.0,0.0,0.0,2700.0
2001,3.277182297322883,0.2269855941106349,1.3896066132924192,0.0,0.6809550152047382,0.1849945062111039,0.0,1869091.700000001,2012264.21,570334.9800000001,147694.54,3163326.3900000006,0.0,792541.2599999998,1286080.2499999995,0.0,2154082.97
2002,-0.3571410052320186,-0.7368431107341261,-0.3571410052320186,0.0,-0.0,-2.8000145190562606,0.0,-8265.0,0.0,23142.119999999995,0.0,-31407.12000000001,0.0,-8265.0,0.0,0.0,0.0
2002,2.146836859445907,0.5920274600440656,0.0,-341.1980644084766,-0.6020403656759264,0.3718701309509314,0.244924634295567,10360.42,2616.96,4825.9,0.0,8151.48,0.0,0.0,1086.04,1438.32,-4907.52
2002,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-140.3999999999869,0.0,0.0,0.0,-140.4,0.0,-50580.0,0.0,0.0,0.0
2002,6.615243525863002,0.1356242288010311,3.492557990890333,0.0,-0.098006314464207,0.1194270299641462,0.0,2384160.3600000003,633615.5999999999,360404.0200000001,0.0,2657371.94,0.0,1258731.9399999997,850492.2900000003,0.0,-260439.23
2002,20.12269565912543,-1.6905066969189355,0.0,0.0,1.0109309080843485,2.4482118775415698,0.0,37757.22,85424.5,1876.35,299698.6,-178393.22999999998,0.0,0.0,96237.48,0.0,-180343.23
2002,8.92591490627789,0.1261683997147041,8.92591490627789,0.0,0.0,0.1120333333333333,0.0,3600.0,0.0,403.3200000000001,0.0,3196.679999999999,0.0,3600.0,0.0,0.0,0.0
2002,2.825717238606555,0.5645912464600639,0.0,0.0,1.0039091915648506,0.3608554296449433,0.0,122432.62,-2362.43,43327.97999999998,0.0,76742.21,0.0,0.0,106969.40999999996,0.0,77042.21
2002,2.043702999642091,0.379833807596013,0.6401070378152299,0.0,0.1355479911965919,0.2752750407368047,0.0,41455.33,46763.41999999999,20284.41999999999,4000.0,63934.32999999997,0.0,12984.2,20263.349999999995,0.0,8666.169999999998
2002,0.2284686911007747,29.59565047336512,0.0365669028054216,0.0,-4.465583683117437,0.9673156156339758,0.0,1085765.4300000002,6101505.94,4752359.83,2200000.0,234911.5400000024,0.0,173779.08000000002,868117.0999999996,0.0,-1049017.14
2002,1.2452755955341173,1.1670856717146754,0.2953165457373515,0.0,-0.7236614813112134,0.5385507767172105,0.0,12782698.150000006,11943365.269999975,10264955.159999996,3051285.5,11409822.760000004,0.0,3031411.100000001,1448737.750000001,0.0,-8256849.24
2002,4.771467436401946,0.2954670342904789,3.2218925274065,0.0,0.3106276958361466,0.2280776171601347,0.0,2114912.6699999995,1713125.35,443241.56,429848.23,2954948.2300000004,0.0,1428076.67,1018085.510000001,0.0,917888.76
2002,-3.847335599095583,-0.1247645975344834,0.0111718448367697,0.0,0.3145258856851612,-0.1425497611077255,0.0,640542.7499999999,527400.0,-166489.96000000005,0.0,1334432.71,0.0,-1860.0,0.0,0.0,419713.6299999999
2002,0.6535280320849083,-11.177464040082484,0.5651763165748143,0.0,3.3414250357883666,1.0982563039340296,0.0,9759752.869999995,3838117.460000002,14933946.810000002,0.0,-1336076.4800000014,0.0,8440313.049999999,3568113.12,0.0,-4464399.399999999
2002,0.0,-0.9999999999999998,0.0,0.0,0.4508713804658658,0.0,0.0,0.0,0.0,39074.77999999999,0.0,-39074.78,0.0,0.0,2107.44,0.0,-17617.700000000004
2003,0.2283485385535219,-1.2707986212704414,0.1198493411503801,0.0,0.5987650417279231,4.6927809872463095,0.0,168931.91999999998,610490.9999999998,739798.5599999999,2917862.5,-2878238.14,0.0,88664.37,332514.67000000016,0.0,-1723388.38
2003,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-140.3999999999869,0.0,0.0,0.0,-140.4,0.0,-50580.0,0.0,0.0,0.0
2003,-37.41555209099469,-0.0253988536090475,-12.46496879035607,0.0,0.2955097317522101,-0.0260607672206236,0.0,654210.1800000002,16720.949999999993,-17484.979999999996,0.0,688416.1100000001,0.0,217949.73,112992.52,0.0,203433.66
2003,-0.3571410052320186,-0.7368431107341261,-0.3571410052320186,0.0,-0.0,-2.8000145190562606,0.0,-8265.0,0.0,23142.119999999995,0.0,-31407.12000000001,0.0,-8265.0,0.0,0.0,0.0
2003,0.1590086298271357,0.0763952459044746,-0.9261679492377636,0.0,-2.3326686048248497,0.0709732286491856,0.0,772.5799999999995,67686.05,4858.7300000000005,0.0,63599.90000000001,0.0,-4500.0,38525.22,0.0,-148357.49
2003,8.92591490627789,0.1261683997147041,8.92591490627789,0.0,0.0,0.1120333333333333,0.0,3600.0,0.0,403.3200000000001,0.0,3196.679999999999,0.0,3600.0,0.0,0.0,0.0
2003,1.5341805447380934,1.1415310997906631,0.0,0.0,0.884611669782911,0.5330443718058772,0.0,411783.34,91750.81999999996,268406.05000000005,0.0,235128.11000000004,0.0,0.0,198929.07,0.0,207997.07
2003,9.6786197080536,0.090684055228695,4.381055467156512,0.0,0.2874473300176051,0.0831442018373326,0.0,2868520.3699999987,696093.92,296377.01,0.0,3268237.28,0.0,1298444.12,894537.1800000006,0.0,939446.08
2003,-0.5798184398838538,-0.4766488201989938,0.0018174890048755,0.0,0.2672889300280818,-0.9107628655394064,0.0,593380.37,530282.0,-1023389.9600000008,0.0,2147052.33,0.0,-1860.0,0.0,0.0,573883.3200000001
2003,3.52,-31.89655172413793,0.0,0.0,1.0,1.0323660714285714,0.0,2200.0,20200.0,625.0,22500.0,-725.0,0.0,0.0,70.0,0.0,-725.0
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,0.0317025383155365,-5.913561894565257,0.0024724860925412,0.0,0.3950330706603736,1.203518348085951,0.0,209985.45999999985,7287712.139999999,6623616.63,2400000.0,-1525919.0300000033,0.0,16376.8,474900.4500000007,0.0,-602788.48
2003,0.4022759398374637,-5.726990336614183,0.1593093143445107,0.0,2.1016040927868014,1.2115510988576026,0.0,6281175.300000001,8269972.609999994,15614096.390000002,2015362.8500000008,-3078311.330000009,0.0,2487470.99,1177646.1700000002,0.0,-6469391.69
2003,26.31478562109587,0.0347230927219246,4.591832549221159,130.07922750405584,0.8035120512479297,0.0335578600363337,0.7326062015245459,106496.98999999982,14101.88,4047.04,0.0,116551.83000000002,0.0,18583.33,19251.070000000003,71995.2,93650.8
2003,7.995691130521241,0.1797072944073598,5.579332436704889,0.0,0.0860390835079672,0.1523321041238775,0.0,2582450.8000000003,1327080.9,322980.30999999994,272566.88000000006,3313984.51,0.0,1802014.52,1098144.0000000002,0.0,285132.19
2003,0.0,-0.0,0.0,0.0,1.0,-0.0,0.0,-1548.0,0.0,0.0,0.0,-1548.0,0.0,0.0,129.0,0.0,-1548.0
2003,1.5304882511449447,1.4881293224794512,1.268881003337806,0.0,0.9669961005892846,0.5980916301394303,0.0,69008.95,6380.0,45089.50000000001,0.0,30299.45,0.0,57213.21000000001,2424.37,0.0,29299.45
2003,0.0,-0.9999999999999996,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,46746.35999999998,0.0,-46746.35999999999,0.0,0.0,0.0,0.0,0.0
2003,8.90392077577125,0.0916889538533529,3.1981185358579056,0.0,0.5681264694226371,0.0839881667115133,0.0,192014.12,64749.670000000006,21565.11999999999,0.0,235198.67000000016,0.0,68967.81000000001,25590.62,0.0,133622.59
2003,430.9823,0.0022706825231152,36.0,0.0,-0.8105173563932953,0.0022655382051074,0.0,215491.15,5206.96,500.0,0.0,220198.11,0.0,18000.0,61102.69,0.0,-178474.39
2003,0.9365365196366714,0.5184093357051575,0.7881603877115346,0.0,0.0218917745817338,0.3414160618713568,0.0,13412531.559999991,38023368.009999976,14321418.630000005,3239623.64,33874857.3,0.0,11287574.86,3604667.78,0.0,741580.74
2003,2.143314785832097,1.05774023866779,1.5476660546565124,0.0,0.131862854266778,0.5140300115589826,0.0,2864674.789999999,54267.20999999996,1336562.7899999996,163861.0,1418518.209999994,0.0,2068552.86,893736.6499999998,0.0,187049.86
2004,1.331386503961093,3.017624399445693,-4.798802568439111,0.0,-1.3146385685593427,0.7510966928272415,0.0,13162.3,0.0,9886.16,0.0,3276.139999999996,0.0,-47441.73,8760.089999999998,0.0,-4306.94
2004,5.047230432418749,0.2423797934882059,3.9561326150610334,0.0,0.0976157542492514,0.1950931548940287,0.0,3665336.139999999,1085007.41,726207.4099999999,200552.10000000003,3823584.04,0.0,2872972.82,1548362.809999999,0.0,373242.04
2004,1.5454940142117792,0.3867240028244526,1.2895267955337253,0.0,0.0219647414440077,0.2788759710200305,0.0,16031254.180000007,47091892.7,10372899.560000006,7230629.320000003,45519618.000000015,0.0,13376131.929999998,4798997.349999998,0.0,999826.64
2004,8.92591490627789,0.1261683997147041,8.92591490627789,0.0,0.0,0.1120333333333333,0.0,3600.0,0.0,403.3200000000001,0.0,3196.679999999999,0.0,3600.0,0.0,0.0,0.0
2004,1.1751032831310908,6.177913721406362,0.8290058780395518,0.0,-1.6760850776789047,0.860683753133206,0.0,7176568.149999999,278592.12999999896,6107180.750000002,309354.58,1038624.9500000008,0.0,5062888.74,2216797.81,0.0,-1740823.7799999998
2004,5.312780014719109,0.2131940321945003,1.0125307826708347,-123.80978198694844,-0.5220430409546476,0.1757295424614496,0.6315930038954122,261107.03999999943,18566.88,49146.96999999997,0.0,230526.95000000004,0.0,49762.82000000001,35809.72,97201.51999999996,-120344.99000000002
2004,0.5939096831272069,-19.022838798720304,0.4125744435863639,0.0,-11.94545465361829,1.0554851547621316,0.0,2932609.9,4913908.360000009,4937804.49,3344079.05,-435365.28000001423,0.0,2037211.94,1312681.97,0.0,5200636.21
2004,0.5156457307782718,-107.13533224511204,0.077437926618444,0.0,209.2174747272483,1.0094219331003809,0.0,29964.720000000005,81219.46999999997,58111.060000000005,54120.7,-1047.5699999998878,0.0,4500.0,78983.70999999999,0.0,-219169.95
2004,10.977976179387872,0.2128685968302263,3.3355499689244823,0.0,-0.028735944007795,0.1755083752572604,0.0,518596.9600000001,41147.03999999999,47239.76,51000.0,461504.23999999993,0.0,157570.58000000002,118639.43,0.0,-13261.760000000002
2004,-0.3571410052320186,-0.7368431107341261,-0.3571410052320186,0.0,-0.0,-2.8000145190562606,0.0,-8265.0,0.0,23142.119999999995,0.0,-31407.12000000001,0.0,-8265.0,0.0,0.0,0.0
2004,-1.025786183672725,-0.3918499272743339,0.0017704609892056,0.0,0.1925598266346513,-0.6443309716598449,0.0,1077664.1300000004,552823.75,-1050573.8400000008,0.0,2681061.72,0.0,-1860.0,0.0,0.0,516264.78
2004,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-1548.0,0.0,0.0,0.0,-1548.0,0.0,0.0,0.0,0.0,0.0
2004,4.510109274659803,0.188751825247756,1.6838430171338408,0.0,0.0235807229951469,0.1587815229713039,0.0,2152687.74,853347.1000000001,477302.79,0.0,2528732.0500000003,0.0,803702.97,1034907.339999999,0.0,59629.33000000003
2004,96.94736612942708,0.0101073106037151,41.01560470053285,0.0,0.4772023277872232,0.0100061750841841,0.0,1647670.9,50832.25999999998,16995.519999999997,0.0,1681507.6399999992,0.0,697081.5299999999,355722.28999999986,0.0,802419.3599999999
2004,8.264259073738016,0.1260228853104422,0.8100092147774585,0.0,-0.1197665184261963,0.1119185826100666,0.0,275691.2200000001,22377.78,33359.45999999996,0.0,264709.5400000002,0.0,27021.470000000005,30591.720000000005,0.0,-31703.339999999997
2004,1.544075384561968,-223.43991023120984,0.0,0.0,-33.34522534398949,1.0044955961318296,0.0,278388.67000000004,288559.50000000006,180294.74,389202.20000000007,-2548.769999999997,0.0,0.0,168819.57,0.0,84989.30999999998
2004,0.0532854125443776,2.624311819290507,0.0043350713353328,0.0,1.1004952213911816,0.7240855506202668,0.0,282787.7299999999,7322720.189999999,5307038.389999999,200000.0,2098469.530000001,0.0,23006.39,124506.57000000004,0.0,2309355.69
2004,0.0,-0.9999999999999996,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,46746.35999999998,0.0,-46746.35999999999,0.0,0.0,0.0,0.0,0.0
2004,0.0,-0.0,0.0,0.0,1.0,-0.0,0.0,-7967.200000000001,0.0,0.0,0.0,-7967.2,0.0,0.0,0.0,0.0,-7967.2
2004,0.3208184568135929,-1.1620163888610635,0.2409364963352697,0.0,0.3170561464057516,7.172215089039828,0.0,522165.41,700352.6700000002,1627604.019999999,7140558.6,-7545644.539999999,0.0,392149.21,612542.2100000003,0.0,-2392392.98
2004,0.3835258063891002,-4.795543840107968,0.0,0.0,0.981248388713639,1.2634668553773192,0.0,269156.56999999995,1216490.0,701795.2000000002,1175270.0,-391418.63,0.0,0.0,129242.28999999998,0.0,-384078.9
2004,4.826092257706475,0.2226443602358163,0.3254286003142339,0.0,-0.8933335265462468,0.1821006725069864,0.0,111224.68,15334.6,23046.53,0.0,103512.75,0.0,7500.0,24585.43,0.0,-92471.41
2004,2.0518323710009865,0.0104749483035708,0.139842723300049,0.0,-0.1134881949960952,0.0103663612058434,0.0,341317.37,15705546.779999996,166347.59,0.0,15880516.559999997,0.0,23262.5,298199.8299999999,0.0,-1802251.16
2004,1.273330550233183,2.3297662462157613,1.122491146964445,0.0,1.08814494430539,0.6996786182403981,0.0,591942.43,72473.0,464877.27,0.0,199538.16,0.0,521820.62,230474.98000000007,0.0,217126.44
2005,15.10864481937986,0.1279253871773958,10.888682185245536,0.0,0.7685230898889804,0.1134165332491768,0.0,436529.2400000001,28889.5,28892.68,23893.5,412632.5599999999,0.0,314603.21,2814.72,0.0,317117.65
2005,0.0618407239311392,0.9403655226149203,0.0010026837052256,0.0,0.3651516457252753,0.4846331846525714,0.0,328435.88999999984,10630361.440000003,5310996.849999999,0.0,5647800.48,0.0,5325.249999999998,105199.43000000004,0.0,2062303.64
2005,0.4334232051065922,-2.3821433251654764,0.2912065106965328,0.0,0.3361664971977278,1.7235139668892725,0.0,4269443.790000001,3217437.0000000014,9850519.629999995,3053223.9799999995,-5416862.819999982,0.0,2868535.45,1582872.5999999996,0.0,-1820967.8
2005,0.4046635378224287,-19.528444005202022,0.0,0.0,1.5671751698611074,1.0539710727851317,0.0,848269.9400000002,2089335.37,2096235.17,999915.85,-158545.71000000008,0.0,0.0,355664.66000000015,0.0,-248468.9
2005,1.0812664335857916,-4.425085930346799,0.5287373609815785,0.0,1.9592043705846176,1.2919634778035325,0.0,4788889.460000001,332974.45,4428963.399999999,2188297.71,-1495397.2000000004,0.0,2341758.419999999,1956218.7799999996,0.0,-2929788.7300000004
2005,1.4537289262595463,1.5652220701438555,-0.0096707904958952,0.0,0.3227008173417312,0.6101702025571918,0.0,450964.87,92289.6,310212.4899999998,21265.2,211776.77999999997,0.0,-3000.0,297649.34,0.0,68340.54
2005,0.1403333386970635,2.4825006594681107,0.0,0.0,-2.303093338237187,0.7128500184827725,0.0,54332.630000000005,488794.76,387168.37,0.0,155959.0199999999,0.0,0.0,58696.860000000015,0.0,-359188.18000000005
2005,8.92591490627789,0.1261683997147041,8.92591490627789,0.0,0.0,0.1120333333333333,0.0,3600.0,0.0,403.3200000000001,0.0,3196.679999999999,0.0,3600.0,0.0,0.0,0.0
2005,2.6931569232932997,0.554090731143727,0.1409039266309301,93.17158258496096,1.3336570418835374,0.3565369254444662,0.771931513306276,456499.7399999998,18916.88,169503.58000000007,0.0,305913.0399999998,0.0,23883.72,99867.44999999994,437883.5999999999,407983.08
2005,5.740986614726386,0.144128245228179,0.1528804065627077,0.0,-0.0230208345188463,0.1259721065617384,0.0,48869.23,494999.9,8512.34,60000.0,475356.79,0.0,1301.37,26860.44,0.0,-10943.11
2005,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-22401.599999999995,0.0,0.0,0.0,-22401.599999999995,0.0,0.0,0.0,0.0,0.0
2005,0.1062255039314334,-2.979128866692071,0.0117458212719623,0.0,0.1812546493385679,1.5052728080670186,0.0,322090.83,3623800.0,3032142.169999999,2907500.0,-1993751.3400000003,0.0,35615.0,108776.13999999996,0.0,-361376.7
2005,3.092028115984927,0.7985829092614619,0.887597228959942,0.0,0.6569570656501529,0.4440067261560814,0.0,1774782.8599999994,284408.13,573986.6499999999,340308.0,1144896.34,0.0,509468.96,205694.39,0.0,752147.7399999999
2005,1.2904115998122423,0.269890574590911,1.114993783461096,0.0,0.0054609030746711,0.2125305754614763,0.0,19350977.6,73103150.26999988,14995973.069999997,4653355.929999999,72804798.86999996,0.0,16720416.750000002,5986299.0200000005,0.0,397579.95
2005,2.2065895067621515,0.6902498315610062,1.5031193724397065,0.0,-0.0802158399888472,0.4083714837134673,0.0,4667129.419999997,941565.2400000008,2115087.2900000005,175343.66999999998,3318263.699999999,0.0,3179228.68,1603754.019999999,0.0,-266177.31
2005,31.38579024840431,0.0246474998261597,-0.2495407899185933,0.0,1.0435276714993695,0.0240546137382284,0.0,2112616.4600000004,685650.8799999994,67311.23999999995,0.0,2730956.1,0.0,-16796.9,1149920.4200000004,0.0,2849828.26
2005,-3.92113269877993,-0.1227733366737013,0.0041161943234095,0.0,0.2042673055316214,-0.1399562300217428,0.0,1771856.779999999,1456822.0000000002,-451873.7099999999,0.0,3680552.49,0.0,-1860.0,0.0,0.0,751816.54
2005,0.0,-0.0,0.0,0.0,1.0,-0.0,0.0,-13.11,0.0,0.0,0.0,-13.11,0.0,0.0,4.37,0.0,-13.11
2005,0.0,-0.9999999999999996,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,46746.35999999998,0.0,-46746.35999999999,0.0,0.0,0.0,0.0,0.0
2005,5.628860451873563,0.1929804221712227,0.5901326305868484,0.0,-0.0696283763547164,0.1617632767350857,0.0,174271.93999999997,17121.49999999997,30960.430000000026,0.0,160433.01000000013,0.0,18270.759999999995,29711.01,0.0,-11170.69
2005,9.201086727272727,0.1188514935029939,2.981662909090909,146.69705716090368,0.351719126347306,0.1062263349453855,0.2288499663275872,1012119.54,23405.22,110000.0,0.0,925524.76,0.0,327982.92,171120.28999999998,221902.72,325524.76000000007
2005,9.434015974488352,0.008259074509836,2.8378768338907574,0.0,-0.1209475435504106,0.0081914209538368,0.0,1594071.9999999998,19033688.55,168970.67,0.0,20458789.88,0.0,479517.95,788355.0000000002,0.0,-2474440.38
2005,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,332.42,0.0,-332.42,0.0,0.0,30.13,0.0,-332.42
2005,5.79896353661908,0.2397442945629854,2.2474145537599184,0.0,0.4100696820158646,0.1933820511329685,0.0,1406033.980000001,66390.20999999995,242462.97999999995,42277.43,1187683.7799999998,0.0,544914.83,414641.6200000001,0.0,487033.11
2005,2.801367144185761,21.499381838723323,1.6533586563987417,0.0,1.0,0.9555543344626952,0.0,2807444.2900000005,6613442.650000002,1002169.35,8000000.0,418717.59,0.0,1656945.3700000003,686386.5399999997,0.0,418717.59
2005,0.4713465098238048,-1.1576112346003624,0.3476489779841522,0.0,0.0894724845923519,7.34472537782977,0.0,959463.75,655445.3800000004,2035580.4699999995,9825483.599999998,-10246154.939999996,0.0,707667.4700000001,645135.6700000004,0.0,-916748.94
2005,0.3332490673208091,-1.451856140723858,-0.8184389793243202,0.0,0.8995770617299037,3.2130937479305577,0.0,23121.96999999999,-1528.0,69383.45,0.0,-47789.48,0.0,-56786.12,71387.02999999998,0.0,-42990.32
2005,0.5653488584960374,-3.157305585957256,-0.0105745352104118,0.0,-0.5570619185251654,1.4635411906914764,0.0,141440.73000000004,145907.9299999999,250183.1000000001,170363.50000000003,-133197.94000000024,0.0,-2645.569999999999,138450.55000000002,0.0,74199.5
2005,5.583002668286036,0.0968987268887841,4.963140988467203,0.0,-1.1126667277384512,0.0883388087828539,0.0,322515.6599999999,50111.279999999984,57767.41999999996,-24850.0,339709.52,0.0,286707.8499999999,138706.58999999997,0.0,-377983.48
2005,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-1548.0,0.0,0.0,0.0,-1548.0,0.0,0.0,0.0,0.0,0.0
2005,3.3808084077005773,0.4615601531491927,1.9542887446978,0.0,1.3527162998904876,0.3157996283318746,0.0,1324854.43,26873.0,391875.04,34999.98,924852.41,0.0,765836.98,327022.28,0.0,1251062.9300000002
2006,2.1813310991586143,0.3873415056409591,0.0,0.0,0.5698102203879873,0.2791969418243601,0.0,1598554.3799999997,1026239.270000001,732834.36,0.0,1891959.29,0.0,0.0,1318754.3600000006,0.0,1078057.74
2006,2.400066661714158,3.8324275143169566,0.358236209594363,-47.526514594963935,-1.186647666697339,0.7930646663530249,0.3981021221250371,900739.93,103931.85000000006,375297.8799999998,421471.81,207902.08999999988,0.0,134445.29,312440.6200000001,519092.4099999999,-246706.53
2006,0.0,0.3529221794763121,0.0,0.0,-0.4035723155213258,0.2608591867515402,0.0,272931.35000000003,0.0,0.0,71196.65,201734.7,0.0,0.0,1704.9699999999998,0.0,-81414.54000000001
2006,1.6988265056612648,-2.578832144128251,0.574550998115549,0.0,0.3849317583735501,1.6333795544504497,0.0,7287311.780000002,1205891.280000001,4289615.07,9583009.16,-5379421.169999999,0.0,2464602.6200000006,1806252.2899999984,0.0,-2070710.05
2006,0.5963959014326659,-2.8945218578368404,0.2884692901025099,0.0,-0.2237019979249007,1.5278376683084536,0.0,5717027.470000002,2045686.4399999983,9585960.36,2274206.3600000003,-4097452.810000006,0.0,2765255.18,1851732.62,0.0,916608.38
